F_code,product,section,raw1,raw2,raw3,raw4,raw5,raw6,raw7,raw8,raw9,raw10,raw11,raw12,raw13,raw14,raw15,raw16,raw17,raw18,raw19,raw20,raw21,raw22,raw23,raw24,raw25,raw26,raw27,raw28,raw29,raw30,raw31,raw32,raw33,raw34,raw35,raw36,raw37,raw38,raw39,raw40,raw41,raw42,raw43,raw44,raw45,raw46,raw47
RBJB1700,부대찌개라면,면,소맥분,변성전분,팜유,감자전분,글루텐,정제소금,유화유지,면류첨가알칼리제,햄맛페이스트,난각분말,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJB1700,부대찌개라면,스프류,사골육수농축액,야채농축액,부대찌개양념소스,정제수,복합지미분,설탕,덱스트린,식용우지,간장분말,마늘,진한감칠맛분,고춧가루,햄맛베이스분말,부대찌개양념분말,쇠고기베이스분말,참맛육수분말,야채양념소스,김치양념농축액,조미육수분말,포도당,소시지맛조미분말,쇠고기육수분말,이스트엑기스,유지혼합분말,햄맛페이스트,정제소금,칠리추출물,건청경채,조미쇠고기맛후레이크,건양배추,미트햄맛후레이크,소시지조미후레이크,건조김치,건파,건고추입자,,,,,,,,,,,,
RBJS1000,쇠고기미역국라면,면,곡류가공품(쌀가루),밀가루(오티밀가루2호),밀가루(오티밀가루4호),변성전분(타피오카초산전분),"팜유(튀김유(R)(팜유,녹차풍미유))",곡류가공품(글루텐),기타가공품(활성밀글루텐),기타가공품(알긴산나트륨),기타가공품(구아검),기타가공품(카르복시메틸셀룰로오스나트륨),정제소금(정제염),면류첨가알칼리제(알카린100S),기타가공품(난각분말),소스(이스트엑기스3),마가린(유화유지),비타민 B2(리보플라빈),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1000,쇠고기미역국라면,스프류,소스(양지풍미페이스트),소스(미역국농축페이스트),덱스트린(말토덱스트린),정제수(정제수),프락토올리고당(프락토올리고당),식육추출가공품(사골엑기스GT),복합조미식품(진한감칠맛분),백설탕(백설탕),마늘(마늘),기타 수산물가공품(미역분말),복합조미식품(쇠고기다시),복합조미식품(쇠고기육수분말),정제소금(정제염),간편미역,비프볼후레이크,볶은미역,조미쇠고기맛후레이크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1100,스낵면,면,밀가루(오티밀가루2호),밀가루(오티밀가루5호),감자전분,곡류가공품(글루텐),정제소금,면류첨가알칼리제(알카린OT),기타가공품(난각분말(뉴칼)),마가린(유화유지),비타민 B2(리보플라빈),"팜유(튀김유(R)(팜유,녹차풍미유))",변성전분(타피오카초산전분),소스류(이스트엑기스3),"과채가공품(야채엑기스(야채추출물(양파,마늘,대파,무,당근,양배추,효소,정제수),정제염,덱스트린,글리신,다시마엑기스,표고버섯엑기스)(면))",정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1100,스낵면,스프류,정제소금,백설탕,분말결정포도당(함수결정포도당),복합조미식품(쇠고기육수분말),복합조미식품(간장분말),복합조미식품(간장베이스),복합조미식품(구운쇠고기분말),기타전분(옥수수전분),복합조미식품(감칠맛베이스),복합조미식품(표고버섯볶음분말),복합조미식품(쇠고기조림분말),복합조미식품(로스팅고추분말),복합조미식품(로스팅양파분말),식품첨가물(I+G(1:1)),고춧가루(고춧가루2호),복합조미식품(치킨추출농축분말),복합조미식품(참맛쇠고기양념분말),복합조미식품(소고기추출분말),향신료조제품(순후추미분),복합조미식품(순한간장분말),복합조미식품(지미맛분말),식품첨가물(호박산소다),복합조미식품(볶음마늘분말),복합조미식품(조미분말-1),식품첨가물(구연산),생강가루,소스(칠리추출물),건미역,건당근,복합조미식품(조미쇠고기맛후레이크-A),복합조미식품(참맛미역국분말),복합조미식품(진한감칠맛분),식품첨가물(불활성건조효모),,,,,,,,,,,,,,
RCPS1101,스낵면 Cup,면,밀가루(오티밀가루2호),변성전분(타피오카초산전분),곡류가공품(글루텐),정제소금(정제염),면류첨가알칼리제(알카린100에스),면류첨가알칼리제(알파포리겔),식용유지가공품(비트림G-8007),기타가공품(난각분말),비타민 B2(리보플라빈),소스(이스트엑기스),마가린(유화유지),"혼합식용유(튀김유(S)(팜유,고올레산해바라기유,녹차풍미유))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS1101,스낵면 Cup,스프류,정제소금(정제염),백설탕(정백당),복합조미식품(쇠고기육수분말),기타전분(옥전분),복합조미식품(간장분말),분말결정포도당(함수결정포도당),복합조미식품(간장베이스),복합조미식품(참맛쇠고기육수분말),복합조미식품(감칠맛베이스),복합조미식품(쇠고기조림분말),기타가공품(유지혼합분말70),식품첨가물(불활성건조효모),식품첨가물(I+G),복합조미식품(로스팅양파분말),복합조미식품(표고버섯볶음분말),복합조미식품(쇠고기추출물분말),복합조미식품(미역국농축분말),향신료조제품(순후추미분),복합조미식품(치킨추출농축분말),복합조미식품(쇠고기향미분말),고춧가루(고추가루2호),복합조미식품(비프분말),식품첨가물(호박산이나트륨),소스(칠리추출물),복합조미식품(조미쇠고기맛후레이크-A),수산물가공품(컬미역3호),과채가공품(실당근),,,,,,,,,,,,,,,,,,,,
RBJE1000,열라면,면,밀가루,변성전분(타피오카초산전분),곡류가공품(글루텐),정제소금,면류첨가알칼리제(알카린100에스),기타가공품(난각분말),"소스류(마늘시즈닝(마늘, 덱스트린.정제소금,젖산))",소스류(이스트엑기스OT),과채가공품(야채추출물),저지방마가린(지방스프레드)(유화유지),비타민 B2(리보플라빈),"팜유(튀김유(R)(팜유,녹차풍미유))",정제수,감자전분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJE1000,열라면,스프류,정제소금,백설탕,분말결정포도당(함수결정포도당),소스류(칠리추출물),소스류(매운칠리추출물),복합조미식품(절임고추볶음분말),복합조미식품(간장분말),복합조미식품(간장베이스),복합조미식품(고추맛베이스),복합조미식품(버섯야채조미분말),고춧가루(고춧가루3호),복합조미식품(볶음마늘분),복합조미식품(조미육수분말),고춧가루(고춧가루2호),복합조미식품(참맛다대기양념분),복합조미식품(볶음양념분말),복합조미식품(로스팅육수분말),복합조미식품(매운고추양념분말),후추가루(순후추미분),복합조미식품(칠리맛분말),복합조미식품(복합지미분),글리신,DL-알라닌,복합조미식품(청양고추추출물분말),호박산이나트륨,구연산,복합조미식품(참맛쇠고기감칠맛분),복합조미식품(비프조미분말),식품첨가물(I+G(1:1)),건청경채,건청파,건당근,건표고버섯,건고추입자1호,,,,,,,,,,,,,
RBJE1300,오뚜기 오동통면,면,밀가루(오티밀가루2호),변성전분(변성감자전분),변성전분(타피오카초산전분),글루텐,정제염,면류첨가알칼리제(알카린100s),면류첨가알칼리제(알파포리겔),기타가공품(난각분말),소스(조미마늘엑기스),마가린(유화유지),팜유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJE1300,오뚜기 오동통면,스프류,과채가공품류(중파),건당근,어묵(건조맛살어묵),어묵(반달어묵후레이크),건조다시마,건미역(컬미역3호),분말결정포도당(함수결정포도당),백설탕(정백당),정제소금(정제염),소스류(매운칠리추출물),복합조미식품(칠리추출물),복합조미식품(홍합농축분말),기타 수산물가공품(미역분말),복합조미식품(가다랑어양념분말),복합조미식품(복합지미분),복합조미식품(오징어찌개분말),복합조미식품(감칠맛베이스),복합조미식품(참맛육수분말),복합조미식품(햄맛베이스분말),식물성크림(디에스티),복합조미식품(조미육수분말),복합조미식품(로스팅양파분말),옥수수전분,5-리보뉴클레오티드이나트륨(I+G(1:1)),복합조미식품(부대찌개양념분말),식품첨가물(글리신),식품첨가물(DL-알라닌),후추가루(순후추미분),기타가공품(칠리맛분말),복합조미식품(로스팅맛분말),호박산이나트륨(호박산소다),고춧가루(고추가루3호),구연산,,,,,,,,,,,,,,
RCPE1901,오모리부대찌개라면,면,밀가루(오티밀가루 2호),밀가루(오티밀가루 5호),변성전분(변성감자전분),감자전분(감자전분),변성전분(타피오카초산전분),곡류가공품(글루텐(시랄)),식용유지가공품(비트림G-8007),정제소금(정제소금),면류첨가알칼리제(알카린100S),면류첨가알칼리제(알파포리겔),기타가공품(난각분말),소스류(이스트엑기스3),소스류(감칠맛조미액),혼합간장(혼합간장),비타민 B2(리보플라빈),팜유(팜유2호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE1901,오모리부대찌개라면,스프류,건청경채,건파,정제소금,백설탕,복합조미식품(부대찌개양념분말),분말결정포도당(함수결정포도당),복합조미식품(조미육수분말),복합조미식품(간장베이스),복합조미식품(복합지미분),복합조미식품(매운고추양념분말),복합조미식품(쇠고기조림분말),복합조미식품(쇠고기추출물분말),복합조미식품(간장분말),복합조미식품(볶음김치양념분말),복합조미식품(사골양념분말),고춧가루,복합조미식품(청양초양념분말),잔탄검(잔탄검),소스류(칠리추출물),소스류(매운칠리추출물),기타전분(옥수수전분),정제수,프레스햄(미트햄),배추김치(오모리맛김치),소시지(국물용후랑크),두류가공품(베이크드빈스),채종유(유채유또는카놀라유)(카놀라유),복합조미식품(쇠고기명품다시),고추장,혼합제제류(띡-플로 케이),복합조미식품(햄맛분말),백설탕,배추김치(오모리묵은지),사골엑기스,추출가공식품(참치엑기스),경성가공치즈(체다치즈파우더),향미유(햄향풍미유),잔탄검,파프리카추출색소,,,,,,,,
RCPE1902,오모리참치찌개라면,면,밀가루(오티밀가루 2호),변성전분(변성감자전분),감자전분(감자전분),변성전분(타피오카초산전분),곡류가공품(글루텐),식용유지가공품(비트림G-8007),정제소금(정제염),면류첨가알칼리제(알카린100S),면류첨가알칼리제(알파포리겔),소스(조미마늘엑기스),마가린(유화유지),소스(감칠맛조미액),비타민 B2(리보플라빈),"팜유(튀김유(R)(팜유,녹차풍미유))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE1902,오모리참치찌개라면,스프류,과채가공품(건청경채),과채가공품(건파),정제소금(정제염),백설탕(백설탕),분말결정포도당(함수결정포도당),소스(칠리추출물),향미유(비프향미유),식품첨가물(산탄검),변성전분(변성감자전분),기타가공품(유지혼합분말70),식용유지가공품(비트림 G-8007),복합조미식품(참맛고추양념분말),복합조미식품(고추맛베이스),복합조미식품(볶음김치양념분말),복합조미식품(김치양념분),고춧가루(고춧가루3호),복합조미식품(복합지미분),복합조미식품(칠리맛분말),복합조미식품(간장베이스),복합조미식품(볶음마늘분),복합조미식품(숙성마늘맛분),복합조미식품(조미육수분말),향신료조제품(흑후추분말),식품첨가물(IMP+GMP),식품첨가물(글리신),식품첨가물(호박산2나트륨),정제수,김치,황다랑어,채종유(유채유또는카놀라유),복합조미식품(쇠고기다시),고추장,혼합제제,백설탕,김치류(오모리 묵은지),구연산,조개농축액,다시마엑기스,파프리카추출색소,양배추엑기스,양파엑기스,,,,,,
RBJJ1000,진라면(매운맛),면,밀가루,감자전분,변성전분,글루텐,정제소금,혼합제제(알카린OT),알파폴리겔,기타가공품(난각분말),비타민 B2,육수추출농축액,이스트엑기스3,마늘시즈닝,유화유지,팜유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1000,진라면(매운맛),스프류,정제소금,백설탕,포도당,칠리추출물,칠리혼합추출물,칠리맛분말,고추소스,참맛버섯양념분말,버섯야채조미분말,고추맛베이스,고춧가루3호,마늘농축조미분,볶은마늘분말,숙성마늘맛분,로스팅맛분말,후추가루,숙성양념분말,복합양념분말,간장분말,감칠맛분말,쇠고기육수분말,볶음양념분말,조미육수분말,참맛양념분말,발효복합분,감칠맛베이스,육수맛조미분,로스팅조미분말,육수맛분말,맛베이스-1,진한감칠맛분,I+G,호박산이나트륨,구아검,글리신,DL-사과산,오뚜기참치간장분말,육수추출농축분말,참맛효모조미분말,조미쇠고기,후레이크,건파,건당근,건표고버섯,건청경채,건고추입자,
RBJJ1001,진라면(순한맛),면,밀가루,감자전분,변성전분,글루텐,정제소금,혼합제제(알카린OT),알파폴리겔,기타가공품(난각분말),비타민 B2,육수추출농축액,이스트엑기스3,마늘시즈닝,유화유지,"팜유(튀김유(R)(팜유,녹차풍미유))",정제수(정제수),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1001,진라면(순한맛),스프류,정제소금,백설탕,포도당,칠리혼합추출물,참맛양지분말,참맛사골양념분말,참맛볶음장분말,비프베이스분말,쇠고기육수분말,육수맛조미분,볶은마늘분말,마늘농축조미분,숙성마늘맛분,간장베이스,간장분말,로스팅조미분말,고추맛베이스,홍고추분말,사골양념분말,복합양념분말,볶음향미분말,조미야채분말,후추가루,감칠맛베이스,맛베이스-1,진한감칠맛분,오뚜기비프시즈닝,감칠맛다시,유지혼합분말70,조미육수분말,효모추출분말,아지티드I+G,글리신,DL-알라닌,호박산이나트륨,옥수수전분,육수추출농축분말,오뚜기참치간장분말,매운고추양념분말,참맛효모조미분말,조미쇠고기,후레이크,건파,건당근,건표고버섯,건미역,건청경채
RCPJ1002,진라면Cup매운맛,면,밀가루,변성전분,글루텐,정제소금,알카린100에스,기타가공품(난각분말),비타민 B2,비트림,마늘시즈닝,유화유지,팜유,고올레산,해바라기유,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ1002,진라면Cup매운맛,스프류,정제소금,백설탕,포도당,칠리추출물,고추소스,참맛,매운육수분말,간장분말,맛베이스OK-2,숙성마늘맛분,발효복합분,옥수수전분,칠리맛분말,볶은마늘분말,고추가루3호,후추가루,I+G,구아검,호박산이나트륨,DL-사과산,건파,건당근,건청경채,조미쇠고기,후레이크,건표고버섯,건고추입자,복합조미식품(복합지미분(분말스프)),복합조미식품(로스팅육수분말 (분말스프)),,,,,,,,,,,,,,,,,,
RCPJ1003,진라면Cup순한맛,면,밀가루,초산전분(타피오카변성전분),곡류가공품(글루텐),정제소금,면류첨가알칼리제(알카린100에스),기타가공품(난각분말),비타민 B2,식용유지가공품(비트림),소스류(마늘시즈닝),저지방마가린(지방스프레드)(유화유지),팜유,식용유지류(고올레산해바라기유),기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ1003,진라면Cup순한맛,스프류,정제소금,백설탕,옥수수전분,복합조미식품(참맛육수분말),복합조미식품(조미육수분말),복합조미식품(진한육수분말),복합조미식품(참맛볶음장분말),복합조미식품(간장양념베이스),복합조미식품(간장분말),복합조미식품(감칠맛조미분),복합조미식품(조미야채분말),복합조미식품(마늘양념분말),복합조미식품(복합양념분말),고춧가루(고추가루2호),후추가루,복합조미식품(진한감칠맛분),글리신,DL-알라닌,호박산이나트륨,식용유지가공품(비트림),기타가공품(유지혼합분말70),5-리보뉴클레오티드이나트륨,건파,건당근,복합조미식품(조미쇠고기맛후레이크-A),과채가공품(건조청경채),건표고버섯,건미역,,,,,,,,,,,,,,,,,,,
RBJJ1100,진비빔면,면,밀가루(오티밀가루2호),변성전분(변성감자전분),변성전분(타피오카초산전분),곡류가공품(글루텐),곡류가공품(귀리식이섬유),두류가공품(분리대두단백),정제소금,면류첨가알칼리제(알카린100에스),면류첨가알칼리제(알파포리겔),소스(야채풍미액),식품첨가물(리보플라빈),팜유(팜유2호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1100,진비빔면,스프류,백설탕,고추장(태양초고추장OT),소스(농축사과과즙),발효식초(오뚜기사과식초),프락토올리고당,정제수,복합조미식품(참맛매운육수분말),변성전분(변성감자전분),소스(타마린드양념소스),마늘,정제소금,소스(핫레드페퍼소스-2),복합조미식품(참맛지미분말),기타가공품(효모추출조미분말),분말결정포도당(함수결정포도당),복합조미식품(양파시즈닝분말),소스(버섯양념농축액),소스(칠리추출물),소스(냉면양념장소스),식용유지류(백세참기름),식품첨가물(DL-사과산),식품첨가물(DL-알라닌),소스(겨자맛페이스트NM),식품첨가물(호박산이나트륨),소스(칠리추출물),기타가공품(볶음참깨-1),복합조미식품(혼합야채분),기타가공품(옛날볶음참깨분말),수산물가공품(구운김후레이크R-1),,,,,,,,,,,,,,,,,,
RBJJ1200,진진짜라,면,소맥분,감자전분,변성전분,팜유,글루텐,정제소금,유화유지,면류첨가알칼리제,난각분말,양파엑기스,감칠맛베이스,복합지미분,구아검,알긴산나트륨,셀룰로스검,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1200,진진짜라,스프류,볶음짜장소스,참맛간짜장페이스트,올리고당,정제수,짬뽕양념농축액,해물양념소스,설탕,삼선짜장페이스트,오징어엑기스,식물성유지,짜장시즈닝분말,진한감칠맛분,양파풍미유,짬뽕향미유,짜장조미분말,참맛간짜장분말,고춧가루,감칠맛베이스,효모추출조미분말,향미증진제,짜장시즈닝오일,오징어양념분말,영양강화제,시즈닝분말,로스팅양파분말,칠리추출물,웍풍미소스,대두단백,건양배추,동결건조완두콩,계란조미후레이크,조미쇠고기맛후레이크,튀김감자다이스,건양파,,,,,,,,,,,,,
RBJJ1300,진짜장,면,밀가루(오티밀가루4호),변성전분(변성감자전분),감자전분(감자전분),곡류가공품(글루텐),기타가공품(활성밀글루텐),기타가공품(알긴산나트륨),기타가공품(구아검),기타가공품(카르복시메틸셀룰로오스나트륨),정제소금(정제염),면류첨가알칼리제(알카린100S),면류첨가알칼리제(알파포리겔),기타가공품(난각분말),비타민 B2(리보플라빈),복합조미식품(감칠맛베이스),복합조미식품(복합지미분),소스(양파엑기스),마가린(유화유지),"팜유(튀김유(R)(팜유,녹차풍미유))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1300,진짜장,스프류,소스(참맛간짜장페이스트),소스(볶음짜장소스),소스(삼선짜장페이스트),옥수수기름(옥배유),프락토올리고당(프락토올리고당),향미유(양파풍미유),향미유(짜장시즈닝오일),정제수(정제수),백설탕,정제소금,분말결정포도당(함수결정포도당),복합조미식품(시즈닝분말),복합조미식품(양파볶음베이스),복합조미식품(짜장조미분말),복합조미식품(짜장시즈닝분말),복합조미식품(참맛간짜장분말),복합조미식품(로스팅양파분),복합조미식품(참맛효모조미분말),복합조미식품(구운쇠고기분말),복합조미식품(진한감칠맛분),식품첨가물(I+G),식품첨가물(글리신),식품첨가물(DL-알라닌),건양배추,콩단백,복합조미식품(조미쇠고기맛후레이크),건양파칩,튀김식품(튀김감자다이스),두류가공품(동결건조완두콩),어묵(계란조미후레이크),,,,,,,,,,,,,,,,,
RBJJ1400,진짜쫄면,면,밀가루(소맥분),변성전분(변성감자전분),감자전분,변성전분(타피오카초산전분),고구마전분,곡류가공품(글루텐),기타가공품(수퍼믹스),정제소금,면류첨가알칼리제(알카린OT),면류첨가알칼리제(알파포리겔),소스(조미마늘엑기스),비타민 B2,팜유(팜유2호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1400,진짜쫄면,스프류,고추장(태양초고추장),백설탕,프락토올리고당,소스(고추장맛깔소스),정제수,소스(무초절임액),식초(사과식초),복합조미식품(감칠맛베이스),고춧가루,소스(버섯양념농축액),양파,참기름(백세참기름),마늘,소스(칠리추출물(JS)),소스(칠리추출물(성보)),덱스트린(말토덱스트린),5-리보뉴클레오티드이나트륨(I+G(1:1)),기타가공품(옛날볶음참깨분말),DL-사과산,복합조미식품(진한풍미맛분),기타가공품(칠리맛분말),정제소금,생강가루,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ0101,진짬뽕,면,소맥분,감자전분,팜유,변성전분,글루텐,정제소금,감칠맛조미액,야채풍미액,면류첨가알칼리제,난각분말,구아검,알긴산나트륨,셀룰로스검,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ0101,진짬뽕,스프류,정제수,짬뽕양념농축액,해물양념소스,홍합농축분말,오징어엑기스,닭육수농축액,홍합농축액,해물야채볶음소스,사골엑기스,미더덕엑기스,짬뽕향미유,볶음야채풍미유,오징어양념분말,마늘,양파,감칠맛베이스,진한감칠맛분,고춧가루,해물찌개브로스,조미육수분말,고추맛추출기름,조미채종유,설탕,향미증진제,웍풍미소스,덱스트린,칠리추출물,매운칠리추출물,영양강화제,건청경채,건양배추,오징어조미후레이크,건당근,게맛살조미후레이크,건파,건미역,건목이버섯,,,,,,,,,,
RCPJ0102,진짬뽕 Cup,면,밀가루(오티밀가루4호),변성전분(타피오카초산전분),감자전분(감자전분),변성전분(변성감자전분),곡류가공품(글루텐),기타가공품(수퍼믹스),식용유지가공품(비트림G-8007),정제소금,면류첨가알칼리제(알카린100에스),면류첨가알칼리제(알파포리겔),기타가공품(난각분말),비타민 B2,복합조미식품(시즈닝분말),소스류(감칠맛조미액),저지방마가린(지방스프레드)(유화유지),"혼합식용유(튀김유(S)(팜유,고올레산해바라기유,녹차풍미유))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ0102,진짬뽕 Cup,스프류,소스류(짬뽕양념농축액),소스류(해물양념소스),소스류(오징어엑기스),소스류(미더덕엑기스),식육추출가공품(사골엑기스GT),소스류(닭육수농축액),마늘,정제소금,소스류(웍풍미소스),복합조미식품(홍합농축분말),복합조미식품(감칠맛베이스),복합조미식품(오징어양념분말),복합조미식품(진한감칠맛분),고춧가루(고추가루2호),식물성크림(디에스티),백설탕,덱스트린(말토덱스트린),복합조미식품(해물찌개브로스),5-리보뉴클레오티드이나트륨(I+G),글리신,소스류(칠리추출물),고춧가루(고춧가루3호),DL-알라닌,구아검,정제수,향미유(짬뽕향미유),향미유(고추맛추출기름),향미유(조미채종유),콩기름(대두유),과채가공품(건청경채),건양배추,건당근,수산물가공품(오징어조미후레이크),어묵(게맛살조미후레이크),건미역,양파,,,,,,,,,,,
RCPC0100,참깨라면 Cup,면,소맥분,변성전분,팜유,고올레산해바라기유,볶음참깨분말,정제소금,글루텐,사골엑기스,유화유지,난각분말,면류첨가알칼리제,기타식용유지가공품,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPC0100,참깨라면 Cup,스프류,계란,덱스트린,파,물엿,볶음참깨,정제소금,참기름,포도당,간장분말,고추맛추출기름,매운고추양념분말,고춧가루,간장베이스,식물성유지,참맛육수분말,복합지미분,옥수수전분,감칠맛베이스,설탕,사태양념분말,조미육수분말,고소한향미분말,고소한맛풍미유,후추분말,쇠고기베이스분말,혼합야채분,볶음마늘분,향미증진제,볶음참깨분말,마늘양념분말,참맛매운양념분말,식물성크림,구아검,로스팅조미분말,구운김,매운칠리추출물,칠리추출물,,,,,,,,,,
RCPK0800,컵누들 매콤한맛,면,"당면(감자전분, 녹두전분)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPK0800,컵누들 매콤한맛,스프류,정제소금,백설탕(정백당),분말결정포도당(함수결정포도당),복합조미식품(진한감칠맛분),복합조미식품(쇠고기육수분말),복합조미식품(김치양념분말),복합조미식품(마늘양념분말),난소화성말토덱스트린(고시형)(화이버솔2),덱스트린(말토덱스트린),복합조미식품(감칠맛조미분),복합조미식품(청양초양념분말),복합조미식품(매운고추양념분말),복합조미식품(참맛다대기양념분),복합조미식품(감칠맛베이스),복합조미식품(유지맛분말),복합조미식품(건조김치분말),복합조미식품(간장분말),복합조미식품(마늘간장조림분말),복합조미식품(오뚜기참치간장분말),복합조미식품(볶음마늘분),고춧가루(고춧가루3호),향미증진제(I+G(1:1)),추출가공식품(피쉬콜라겐),식품첨가물혼합제제(효모추출물FIG01),기타가공품(청양고추추출물분말),향미유(고추맛추출기름),소스류(칠리추출물),건청파,건당근,건청경채,건조김치,어묵(건조꽃맛살어묵),고추어포,,,,,,,,,,,,,,
RCPK0801,컵누들 우동맛,면,"당면(감자전분, 녹두전분)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPK0801,컵누들 우동맛,스프류,백설탕(정백당),정제소금,복합조미식품(간장분말),덱스트린(말토덱스트린),분말결정포도당(함수결정포도당),복합조미식품(순한간장분말),복합조미식품(양조간장분말-1),복합조미식품(가쓰오과립분말),복합조미식품(참치조미분말),난소화성말토덱스트린(고시형)(화이버솔-2),복합조미식품(감칠맛베이스),복합조미식품(맛베이스-1),복합조미식품(우동베이스분말),향미증진제(I+G(1:1)),곡류가공품(밀단백농축분말),조미식품(홍고추분말),식물성유지(옥수수유),향미증진제(글리신),고춧가루(고춧가루3호),추출가공식품(피쉬콜라겐),복합조미식품(쇠고기육수분말),별미튀김,어묵(건조꽃맛살어묵),건파,건미역,,,,,,,,,,,,,,,,,,,,,,
RCPK1000,콕콕콕 라면볶이,면,소맥분,변성전분,팜유,감자전분,기타식용유지가공품,글루텐,난각분말,이스트엑기스,면류첨가알칼리제,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPK1000,콕콕콕 라면볶이,스프류,고추장,설탕,정제수,올리고당,양파,고추장양념소스,마늘,양조간장,정제소금,로스팅고추분말,고춧가루,사골엑기스,칠리시즈닝소스,향미증진제,참치조미간장,야채볶음분말,로스팅양파분말,진한감칠맛분,산도조절제,칠리추출물,시즈닝분말,지미맛분말,후추분말,건양배추,건파,건조맛살어묵,,,,,,,,,,,,,,,,,,,,,
RCPK1001,콕콕콕 스파게티,면,소맥분,팜유,변성전분,감자전분,글루텐,기타식용유지가공품,난각분말,면류첨가알칼리제,육수추출농축액,녹차풍미유,비타민B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPK1001,콕콕콕 스파게티,스프류,토마토페이스트,설탕,올리고당,식물성유지,화이트식초,덱스트린,정제소금,아라비아따소스,토마토분말,치즈분말,생크림분말,허브앤치즈믹스,양파,피망,올리브유,포도당,버터체다혼합분말,향미증진제,참맛순한향신분말,마늘,스파게티소스분말,파프리카추출색소,배농축조미액,진한감칠맛분,토마토향미유,스파이스조미분말,후추분말,산도조절제,조미맛단백,건스위트콘,건당근,,,,,,,,,,,,,,,,
RCPK1002,콕콕콕 짜라볶이,면,밀가루(오티밀가루4호),밀가루(오티밀가루5호),변성전분(타피오카초산전분),곡류가공품(글루텐),식용유지가공품(비트림G-8007),면류첨가알칼리제(알카린100S),소스(이스트엑기스3),식품첨가물(리보플라빈),팜유(팜유2호),정제소금,백설탕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPK1002,콕콕콕 짜라볶이,스프류,향미증진제(호박산소다),복합조미식품(지미맛분말),식품첨가물(I+G(1:1)),식품첨가물(사과산),복합조미식품(진한감칠맛분),식품첨가물(글리신),복합조미식품(로스팅양파분말),복합조미식품(로스팅고추분말),고춧가루(고춧가루2호),복합조미식품(야채볶음분말),천연향신료(순후추),카라멜색소(카라멜분말),고추장,소스(고추장양념소스),소스(칠리시즈닝소스),올리고당,양조간장(양조간장골드),효소분해간장(참치조미간장),식육추출가공품(사골엑기스GT),소스(칠리추출물),정제수,양파,마늘,복합조미식품(참맛간짜장분말),백설탕,복합조미식품(짜장조미분말),복합조미식품(짜장시즈닝분말),분말결정포도당(함수결정포도당),복합조미식품(로스팅양파분말),정제소금,카라멜색소(카라멜분말),복합조미식품(야채육수분말),복합조미식품(복합지미분),향미유(양파시즈닝오일),식품첨가물(I+G(1:1)),복합조미식품(조미맛단백2호),과채가공품(건양배추),과채가공품(건양파),,,,,,,,,
RCPK1003,콕콕콕 짜장볶이,면,소맥분,변성전분,팜유,감자전분,기타식용유지가공품,글루텐,난각분말,이스트엑기스,면류첨가알칼리제,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
