F_code,product,section,raw1,raw2,raw3,raw4,raw5,raw6,raw7,raw8,raw9,raw10,raw11,raw12,raw13,raw14,raw15,raw16,raw17,raw18,raw19,raw20,raw21,raw22,raw23,raw24,raw25,raw26,raw27,raw28,raw29,raw30,raw31,raw32,raw33,raw34,raw35,raw36,raw37,raw38,raw39,raw40,raw41,raw42,raw43,raw44,raw45,raw46,raw47
RBJE2300,오징어짬뽕,스프류,정제소금,복합조미식품(오징어짬뽕분),백설탕,복합조미식품(해물볶음조미분NM),기타가공품(칠리맛조미분SB),복합조미식품(구운해물분),5-리보뉴클레오티드이나트륨,향신료조제품(볶음양념분-B),복합조미식품(짬뽕분말2호),복합조미식품(육수베이스분말NM),기타가공품(마늘베이스TK),기타엿(정제말토스),호박산이나트륨,복합조미식품(야채풍미유분말),후추가루,기타가공품(매운맛조미분TK),식품첨가물혼합제제(분말카라멜2호),복합조미식품(해물양념분말),복합조미식품(복합조미간장분말SH),덱스트린(분말덱스트린),과채가공품(건양배추),과채가공품(건당근),동결건조오징어,컬미역,건목이버섯,,,,,,,,,,,,,,,,,,,,,,
RCPE2301,오징어짬뽕컵,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),난각칼슘,면류첨가알칼리제(면미소),구아검,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,과채가공품(건양배추(대)),수산물가공품(동결건조오징어30),식용유지가공품(식물성풍미유),건파(건파3호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE2301,오징어짬뽕컵,스프류,복합조미식품(볶음해선베이스NM),정제염,복합조미식품(야채볶음풍미분NM),복합조미식품(매운맛분말HOT),기타가공품(칠리맛조미분SB),백설탕,당류가공품(알파덱스트린),기타가공품(파조미분말),복합조미식품(새우풍미분NM),기타가공품(마늘베이스TK),5-리보뉴클레오티드이나트륨,복합조미식품(조미양조간장분말),후추가루,호박산이나트륨,복합조미식품(오징어짬뽕분),복합조미식품(구운해물분),복합조미식품(홍합조미분VD),기타엿(정제말토스),식품첨가물혼합제제(분말카라멜2호),복합조미식품(맛베이스SW),복합조미식품(복합조미간장분말SH),포도당(정제포도당),기타가공품(양파풍미분SH),,,,,,,,,,,,,,,,,,,,,,,,
RBJJ0200,올리브짜파게티,면,소맥분,팜유,감자전분,초산전분,정제소금,식용유지가공품(식물성풍미유),난각칼슘,면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,기타가공품(올리브 조미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ0200,올리브짜파게티,스프류,분말짜장-와이,백설탕(정백당),분말카라멜2호,짜장베이스씨에스,볶음조미소맥분(볶음조미소맥분1호),분말카라멜3호,야채오일분말,볶음조미옥수수분,조미짜장분말,5`-리보뉴클레오티드이나트륨,정제염,복합조미식품(볶음양파분),복합조미식품(발효사과분말),복합조미식품(짜장베이스분말JJ),복합조미식품(볶음조미감자분),두류가공품(대두단백2호),과채가공품(건양배추),기타가공품(튀김감자다이스),과채가공품(튀김양파V),과채가공품(건당근),양파풍미유,짜장풍미유2호,올리브유(혼합),양파조미유,,,,,,,,,,,,,,,,,,,,,,,
RCPE2700,육개장사발면,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),식용유지가공품(식물성풍미유),난각칼슘,면류첨가알칼리제(면미소),기타가공품(간장조미액),구아검,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,어묵(소용돌이맛살),어묵(건조맛살어묵),건파,기타가공품(계란스크램블MD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE2700,육개장사발면,스프류,복합조미식품(육개장조미료3호),정제소금,백설탕,덱스트린,복합조미식품(양념풍미분2호),복합조미식품(육수조미분말NM),향신료조제품(볶음양념분-B),복합조미식품(비프양념분말NM),기타가공품(마늘추출물분말),복합조미식품(복합양념분말NM),복합조미식품(팜유조미분말),후추가루,기타가공품(매운맛조미분NM),5-리보뉴클레오티드이나트륨,기타가공품(분말고추장2호),복합조미식품(수육조미분),호박산이나트륨,기타가공품(칠리풍미분말TK),복합조미식품(양념간장베이스SH),복합조미식품(조미아미노산간장분말SH),복합조미식품(양파풍미분SH),복합조미식품(복합조미간장분말SH),,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1500,짜왕,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),식용유지가공품(식물성풍미유),기타가공품(다시마분말),식용유지가공품(식물유지분말),기타가공품(야채조미추출물),면류첨가알칼리제(면미소),식품첨가물혼합제제(복합액상토코페롤),중합인산염,소스류(올리고녹차풍미액),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1500,짜왕,스프류,백설탕,복합조미식품(짜장볶음분말),식품첨가물혼합제제(분말카라멜3호),복합조미식품(조미짜장분말),복합조미식품(간짜장분말),복합조미식품(돈골대파즙분말),곡류가공품(알파콘씨),복합조미식품(야채오일분말),복합조미식품(비프본오일분말),정제소금,복합조미식품(중화풍볶음분말),덱스트린,5-리보뉴클레오티드이나트륨,기타가공품(생강추출물분말),복합조미식품(짜장베이스분말JP),서류가공품(구운감자분말),복합조미식품(양파볶음분말),기타가공품(양파풍미분SH),미강유(현미유),양파조미유,참기름,짜장풍미유4호,파풍미유,건양배추,두류가공품(조미대두단백-L(S)),건감자튀김,과채가공품(튀김양파V),두류가공품(동결건조완두콩),,,,,,,,,,,,,,,,,,,
RBJJ1501,짜왕매운맛,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),식용유지가공품(식물성풍미유),다시마분말,식용유지가공품(식물유지분말),기타가공품(야채조미추출물),면류첨가알칼리제(면미소),복합액상토코페롤,중합인산염,소스류(올리고녹차풍미액),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ1501,짜왕매운맛,스프류,백설탕,복합조미식품(간짜장분말),과채가공품(조미청고추분말),식품첨가물혼합제제(분말카라멜3호),복합조미식품(조미짜장분말),복합조미식품(돈골대파즙분말),곡류가공품(알파콘씨),복합조미식품(볶음조미감자분),복합조미식품(볶음풍미분말),복합조미식품(볶음양파분),복합조미식품(야채오일분말),복합조미식품(비프본오일분말),복합조미식품(중화풍볶음분말),덱스트린,5-리보뉴클레오티드이나트륨,기타가공품(양파풍미분TK),복합조미식품(육수맛조미베이스NS),정제염,복합조미식품(생강추출물분말),기타가공품(매운맛조미분TK),복합조미식품(짜장베이스분말JJ),소스류(고추풍미액),미강유(현미유),매콤해물맛풍미유,참기름,짜장풍미유4호,간짬뽕풍미유,건양배추,두류가공품(조미대두단백-L(S),튀김감자,,,,,,,,,,,,,,,,,
RCPJ1502,짜왕매운맛큰사발면,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),식용유지가공품(식물유지분말),난각칼슘,기타가공품(야채조미추출물),기타가공품(다시마분말),면류첨가알칼리제(면미소),복합액상토코페롤,중합인산염,소스류(올리고녹차풍미액),정제수,두류가공품(대두단백),서류가공품(튀김감자),과채가공품(건양배추),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ1502,짜왕매운맛큰사발면,스프류,백설탕,곡류가공품(호화옥수수분),복합조미식품(볶음조미감자분),복합조미식품(간짜장분말),식품첨가물혼합제제(분말카라멜3호),복합조미식품(조미짜장분말),과채가공품(조미청고추분말),복합조미식품(짜장베이스분말2호),복합조미식품(비프본오일분말),복합조미식품(볶음양파분),기타엿(정제말토스),복합조미식품(야채오일분말),복합조미식품(볶음풍미분말),복합조미식품(돈골대파즙분말),덱스트린,복합조미식품(중화풍볶음분말),5-리보뉴클레오티드이나트륨,정제소금,기타가공품(매운맛조미분TK),복합조미식품(육수맛조미베이스NS),복합조미식품(생강추출물분말),고추풍미액,미강유(현미유),매콤해물맛풍미유,참기름,짜장풍미유4호,간짬뽕풍미유,,,,,,,,,,,,,,,,,,,,
RCPJ1503,짜왕큰사발면,면,밀가루,감자전분,팜유,초산전분,정제염,식용유지가공품(식물유지분말),난각칼슘,기타가공품(야채조미추출물),기타가공품(다시마분말),면류첨가알칼리제,복합액상토코페롤,중합인산염,소스류(올리고녹차풍미액),두류가공품(동결건조완두콩),두류가공품(대두단백),과채가공품(건양배추(대)),과채가공품(튀김양파V),튀김식품(건감자튀김),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ1503,짜왕큰사발면,스프류,백설탕(정백당),곡류가공품(호화옥수수분),기타가공품(조미짜장분말),기타가공품(볶음조미감자분),분말카라멜,기타가공품(비프본오일분말),기타가공품(볶음양파분),기타엿(정제말토스),기타가공품(야채오일분말),기타가공품(볶음풍미분말),기타가공품(짜장볶음분말),기타가공품(돈골대파즙분말),정제염,기타가공품(중화풍볶음분말),5-리보뉴클레오티드이나트륨,덱스트린,기타가공품(육수맛조미베이스NS),기타가공품(생강추출물분말),미강유(현미유),양파조미유,참기름,짜장풍미유4호,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ0202,짜파게티범벅,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),식용유지가공품(식용유지분말),난각칼슘,면류첨가알칼리제(면미소),구아검,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,튀김식품(건감자튀김),두류가공품(대두단백),복합조미식품(조미볶음양파),과채가공품(건양배추),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ0202,짜파게티범벅,스프류,백설탕,복합조미식품(분말짜장-와이),복합조미식품(짜장풍미료NM),식품첨가물혼합제제(분말카라멜2호),복합조미식품(볶음조미소맥분2호),식품첨가물혼합제제(분말카라멜3호),복합조미식품(볶음양파분),복합조미식품(야채오일분말),복합조미식품(볶음육베이스NM),복합조미식품(양파비프조미분NM),덱스트린,5-리보뉴클레오티드이나트륨,호화감자전분,복합조미식품(짜장풍미분),복합조미식품(수육조미분NM),복합조미식품(짜장풍미베이스),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ0203,짜파게티큰사발면,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),소스류(풍미조미소스),식용유지가공품(식물성풍미유),난각칼슘,면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,복합조미식품(조미볶음양파),과채가공품(건양배추),대두단백,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ0203,짜파게티큰사발면,스프류,백설탕,복합조미식품(짜장풍미료NM),복합조미식품(볶음조미감자분),복합조미식품(분말짜장-와이),식품첨가물혼합제제(분말카라멜2호),복합조미식품(볶음조미소맥분1호),식품첨가물혼합제제(분말카라멜3호),복합조미식품(짜장베이스씨에스),복합조미식품(야채오일분말),복합조미식품(볶음양파분),복합조미식품(양파비프조미분NM),복합조미식품(비프양념분말NM),5-리보뉴클레오티드이나트륨,호화감자전분,복합조미식품(매운맛풍미분),복합조미식품(발효사과분말),복합조미식품(짜장풍미베이스),식품첨가물혼합제제(수화검),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPT0100,튀김우동큰사발,면,소맥분,팜유,감자전분,초산전분,난각칼슘,정제소금(정제염),식용유지가공품(식물성풍미유),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,튀김식품(맛포튀김),어묵(소용돌이맛살),어묵(건조반달오뎅-S),건미역,건파,과채가공품(조미건조홍고추2호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPT0100,튀김우동큰사발,스프류,정제소금,백설탕,복합조미식품(다랑어추출물분말NM),분말결정포도당(포도당(정제)),복합조미식품(아미노산풍미분말),복합조미식품(조미양조간장분말),복합조미식품(아미노산베이스),복합조미식품(우동풍미분말),덱스트린,5-리보뉴클레오티드이나트륨,수산물가공품(김후레이크),식품첨가물혼합제제(분말카라멜2호),복합조미식품(육수맛조미베이스NS),천연향신료(후추분말),복합조미식품(김추출물분말NM),기타가공품(멸치조미분S),고춧가루(고춧가루T),호박산이나트륨,복합조미식품(복합조미간장분말SH),기타가공품(양파풍미분SH),,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJG1100,김치라면,면,소맥분,변성전분,감자전분,글루텐,정제소금,난각분말,유화유지,마늘시즈닝,이스트엑기스,야채추출물,면류첨가알칼리제,비타민B2,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJG1100,김치라면,스프류,정제소금,참맛숙성김치분,김치양념분,포도당,설탕,볶음양념분말,조미육수분말,고춧가루,찌개액젓분말,쇠고기육수분말,간장분말,감칠맛베이스,향미증진제,마늘양념분말,혼합야채분,진한감칠맛분,맛베이스,산도조절제,햄맛베이스분말,숙성마늘맛분,후추분말,조미김치분,참맛다대기양념분,칠리추출물,생강분말,구아검,칠리혼합추출물,매운칠리추출물,건조김치,건조김치후레이크,건파,건미역,,,,,,,,,,,,,,,
